,Condition_0,Condition_1,Condition_1_state,Condition_1_prime1,Condition_1_primestate1,Condition_2,Condition_2_state,Condition_2_prime1,Condition_2_primestate1,Condition_2_prime2,Condition_2_primestate2,Condition_2_prime3,Condition_2_primestate3,Condition_2_prime4,Condition_2_primestate4,Condition_2_prime5,Condition_2_primestate5,Condition_2_prime6,Condition_2_primestate6,Condition_2_prime7,Condition_2_primestate7,Condition_2_prime8,Condition_2_primestate8,Condition_2_prime9,Condition_2_primestate9,Condition_2_prime10,Condition_2_primestate10,Condition_3,Condition_3_state,Condition_3_prime1,Condition_3_primestate1,Condition_3_prime2,Condition_3_primestate2,Condition_3_prime3,Condition_3_primestate3,Condition_3_prime4,Condition_3_primestate4,Condition_3_prime5,Condition_3_primestate5,Condition_3_prime6,Condition_3_primestate6,Condition_3_prime7,Condition_3_primestate7,Condition_3_prime8,Condition_3_primestate8,Condition_3_prime9,Condition_3_primestate9,Condition_3_prime10,Condition_3_primestate10,Condition_4,Condition_4_state,Condition_4_prime1,Condition_4_primestate1,Condition_4_prime2,Condition_4_primestate2,Condition_4_prime3,Condition_4_primestate3,Condition_4_prime4,Condition_4_primestate4,Condition_4_prime5,Condition_4_primestate5,Condition_4_prime6,Condition_4_primestate6,Condition_4_prime7,Condition_4_primestate7,Condition_4_prime8,Condition_4_primestate8,Condition_4_prime9,Condition_4_primestate9,Condition_4_prime10,Condition_4_primestate10,Condition_5,Condition_5_state,Condition_5_prime1,Condition_5_primestate1,Condition_5_prime2,Condition_5_primestate2,Condition_5_prime3,Condition_5_primestate3,Condition_5_prime4,Condition_5_primestate4,Condition_5_prime5,Condition_5_primestate5,Condition_5_prime6,Condition_5_primestate6,Condition_5_prime7,Condition_5_primestate7,Condition_5_prime8,Condition_5_primestate8,Condition_5_prime9,Condition_5_primestate9,Condition_5_prime10,Condition_5_primestate10,Condition_6,Condition_6_state,Condition_6_prime1,Condition_6_primestate1,Condition_6_prime2,Condition_6_primestate2,Condition_6_prime3,Condition_6_primestate3,Condition_6_prime4,Condition_6_primestate4,Condition_6_prime5,Condition_6_primestate5,Condition_6_prime6,Condition_6_primestate6,Condition_6_prime7,Condition_6_primestate7,Condition_6_prime8,Condition_6_primestate8,Condition_6_prime9,Condition_6_primestate9,Condition_6_prime10,Condition_6_primestate10,Condition_7,Condition_7_state,Condition_7_prime1,Condition_7_primestate1,Condition_7_prime2,Condition_7_primestate2,Condition_7_prime3,Condition_7_primestate3,Condition_7_prime4,Condition_7_primestate4,Condition_7_prime5,Condition_7_primestate5,Condition_7_prime6,Condition_7_primestate6,Condition_7_prime7,Condition_7_primestate7,Condition_7_prime8,Condition_7_primestate8,Condition_7_prime9,Condition_7_primestate9,Condition_7_prime10,Condition_7_primestate10,Condition_8,Condition_8_state,Condition_8_prime1,Condition_8_primestate1,Condition_8_prime2,Condition_8_primestate2,Condition_8_prime3,Condition_8_primestate3,Condition_8_prime4,Condition_8_primestate4,Condition_8_prime5,Condition_8_primestate5,Condition_8_prime6,Condition_8_primestate6,Condition_8_prime7,Condition_8_primestate7,Condition_8_prime8,Condition_8_primestate8,Condition_8_prime9,Condition_8_primestate9,Condition_8_prime10,Condition_8_primestate10,Condition_9,Condition_9_state,Condition_9_prime1,Condition_9_primestate1,Condition_9_prime2,Condition_9_primestate2,Condition_9_prime3,Condition_9_primestate3,Condition_9_prime4,Condition_9_primestate4,Condition_9_prime5,Condition_9_primestate5,Condition_9_prime6,Condition_9_primestate6,Condition_9_prime7,Condition_9_primestate7,Condition_9_prime8,Condition_9_primestate8,Condition_9_prime9,Condition_9_primestate9,Condition_9_prime10,Condition_9_primestate10,Condition_10,Condition_10_state,Condition_10_prime1,Condition_10_primestate1,Condition_10_prime2,Condition_10_primestate2,Condition_10_prime3,Condition_10_primestate3,Condition_10_prime4,Condition_10_primestate4,Condition_10_prime5,Condition_10_primestate5,Condition_10_prime6,Condition_10_primestate6,Condition_10_prime7,Condition_10_primestate7,Condition_10_prime8,Condition_10_primestate8,Condition_10_prime9,Condition_10_primestate9,Condition_10_prime10,Condition_10_primestate10,Condition_11,Condition_11_state,Condition_11_prime1,Condition_11_primestate1,Condition_11_prime2,Condition_11_primestate2,Condition_11_prime3,Condition_11_primestate3,Condition_11_prime4,Condition_11_primestate4,Condition_11_prime5,Condition_11_primestate5,Condition_11_prime6,Condition_11_primestate6,Condition_11_prime7,Condition_11_primestate7,Condition_11_prime8,Condition_11_primestate8,Condition_11_prime9,Condition_11_primestate9,Condition_11_prime10,Condition_11_primestate10
gene_748,62,74.32379456180371,MH,74.32379456180371,MH,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,4.831359658633876,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,3.6932978016265543,L,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,26.89836832781208,LM,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,16.168069593976355,L,31.69112516461981,M,30.436228247792755,M,30.436228247792755,M,30.436228247792755,M,76.32554326131951,MH,30.436228247792755,M,30.436228247792755,M,30.436228247792755,M,30.436228247792755,M,30.436228247792755,M,30.436228247792755,M,30.436228247792755,M,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,27.565092974840525,LM,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,74.4261432698561,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,76.18756385208927,MH,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,17.026045371633728,L,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M,59.849543225303115,M
gene_749,64,5.725136339370855,L,5.725136339370855,L,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,83.24361840023968,H,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,15.206618907196859,L,56.35439584446465,M,56.35439584446465,M,56.35439584446465,M,56.35439584446465,M,56.35439584446465,M,56.35439584446465,M,56.35439584446465,M,56.35439584446465,M,87.30393368643169,H,56.35439584446465,M,56.35439584446465,M,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,26.58299512269545,LM,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,95.52179799978633,H,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,46.33385568110694,M,12.990757567724016,L,22.054070883530418,LM,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,12.990757567724016,L,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,78.70659469986809,MH,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,42.56389726650015,M,7.397602333308727,L,7.397602333308727,L,21.797844962214217,LM,7.397602333308727,L,7.397602333308727,L,7.397602333308727,L,7.397602333308727,L,7.397602333308727,L,50.97345424720129,M,7.397602333308727,L,7.397602333308727,L
gene_750,42,18.541765979485625,L,18.541765979485625,L,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,21.945311128668756,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,28.815517852819298,LM,18.908519209913038,L,18.908519209913038,L,18.908519209913038,L,32.43783114708196,M,18.908519209913038,L,18.908519209913038,L,18.908519209913038,L,18.908519209913038,L,18.908519209913038,L,18.908519209913038,L,18.908519209913038,L,10.586200797168273,L,10.586200797168273,L,10.586200797168273,L,10.586200797168273,L,84.93541023579243,H,10.586200797168273,L,10.586200797168273,L,10.586200797168273,L,10.586200797168273,L,10.586200797168273,L,10.586200797168273,L,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,97.08168220773327,H,1.4325302796800465,L,1.4325302796800465,L,1.4325302796800465,L,1.4325302796800465,L,1.4325302796800465,L,1.4325302796800465,L,74.18248188083739,MH,1.4325302796800465,L,1.4325302796800465,L,1.4325302796800465,L,1.4325302796800465,L,60.81757625473094,M,60.81757625473094,M,60.81757625473094,M,60.81757625473094,M,60.81757625473094,M,60.81757625473094,M,60.81757625473094,M,10.377824553615653,L,60.81757625473094,M,60.81757625473094,M,60.81757625473094,M,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,27.960012219614356,LM,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,16.691580197370325,L,24.91353428769271,LM,24.91353428769271,LM,24.91353428769271,LM,97.76466884845891,H,24.91353428769271,LM,24.91353428769271,LM,24.91353428769271,LM,24.91353428769271,LM,24.91353428769271,LM,24.91353428769271,LM,58.94929290548874,M
gene_751,46,1.4273833145465082,L,1.4273833145465082,L,1.7517663602630802,L,1.7517663602630802,L,1.7517663602630802,L,1.7517663602630802,L,1.7517663602630802,L,1.7517663602630802,L,1.7517663602630802,L,1.7517663602630802,L,98.823994583688,H,1.7517663602630802,L,1.7517663602630802,L,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,95.5319193769598,H,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,25.525317857208638,LM,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,75.15878507400471,MH,14.308735306697239,L,14.308735306697239,L,22.319533735400434,LM,14.308735306697239,L,14.308735306697239,L,14.308735306697239,L,14.308735306697239,L,14.308735306697239,L,14.308735306697239,L,14.308735306697239,L,14.308735306697239,L,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,25.72513515367131,LM,67.57760087982143,M,52.397391297121985,M,52.397391297121985,M,52.397391297121985,M,52.397391297121985,M,52.397391297121985,M,52.397391297121985,M,91.52613121652394,H,52.397391297121985,M,52.397391297121985,M,52.397391297121985,M,52.397391297121985,M,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,26.579554567580608,LM,17.35804939749702,L,17.35804939749702,L,17.35804939749702,L,17.35804939749702,L,17.35804939749702,L,17.35804939749702,L,17.35804939749702,L,23.35287553320864,LM,17.35804939749702,L,17.35804939749702,L,17.35804939749702,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L,2.7909743219812717,L
gene_752,39,78.3320721064837,MH,78.3320721064837,MH,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,6.725749094749493,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,2.318689584580405,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,15.075630084178142,L,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,70.3281351938012,MH,93.63314741726342,H,93.63314741726342,H,93.63314741726342,H,93.63314741726342,H,77.61111942139121,MH,93.63314741726342,H,93.63314741726342,H,93.63314741726342,H,93.63314741726342,H,93.63314741726342,H,93.63314741726342,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,92.19350681392406,H,18.557955800230072,L,18.557955800230072,L,18.557955800230072,L,18.557955800230072,L,18.557955800230072,L,18.557955800230072,L,18.557955800230072,L,18.557955800230072,L,20.026786176880794,LM,18.557955800230072,L,18.557955800230072,L,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,71.22173954944694,MH,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,4.611511850683575,L,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M,34.17756392576655,M
gene_753,52,2.5318125387264927,L,2.5318125387264927,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,6.440571672775489,L,28.52304958751674,LM,40.961414292343626,M,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,28.52304958751674,LM,9.988772322368703,L,9.988772322368703,L,9.988772322368703,L,74.55025836950912,MH,9.988772322368703,L,9.988772322368703,L,9.988772322368703,L,9.988772322368703,L,9.988772322368703,L,9.988772322368703,L,9.988772322368703,L,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,74.11836873983007,MH,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,0.8186435399875491,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,17.698367692386622,L,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.57527020280772,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,92.63783216721941,H,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,10.857942114718604,L,4.77607679910964,L,4.77607679910964,L,4.77607679910964,L,4.77607679910964,L,4.77607679910964,L,4.77607679910964,L,4.77607679910964,L,42.880659828686596,M,4.77607679910964,L,4.77607679910964,L,4.77607679910964,L
gene_754,43,44.19375439854856,M,44.19375439854856,M,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,93.50817169604571,H,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.69742134331062,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,77.44343323060893,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.72546464442593,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,70.70953201832714,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,78.83541376028792,MH,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,27.636422718771307,LM,6.9216801978381515,L,6.9216801978381515,L,6.9216801978381515,L,28.563290812332205,LM,6.9216801978381515,L,6.9216801978381515,L,6.9216801978381515,L,6.9216801978381515,L,6.9216801978381515,L,6.9216801978381515,L,6.9216801978381515,L,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,23.23535903493052,LM,56.92561468545942,M,23.23535903493052,LM,34.69441960694298,M,34.69441960694298,M,34.69441960694298,M,34.69441960694298,M,34.69441960694298,M,34.69441960694298,M,34.69441960694298,M,34.69441960694298,M,78.12622965834822,MH,34.69441960694298,M,34.69441960694298,M
gene_755,43,0.5454832076756131,L,0.5454832076756131,L,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,66.65587977825868,M,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,8.266914373982951,L,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,76.41503999366014,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,73.31332590557838,MH,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,2.970963558944534,L,48.90234662987067,M,48.90234662987067,M,48.90234662987067,M,48.90234662987067,M,48.90234662987067,M,48.90234662987067,M,48.90234662987067,M,97.91238561590058,H,48.90234662987067,M,48.90234662987067,M,48.90234662987067,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,34.497302124455814,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,40.34425102329682,M,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,13.148487778922842,L,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M,30.750697698724245,M
gene_756,61,76.74801631625226,MH,76.74801631625226,MH,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,4.869758546311756,L,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,84.31093956388095,H,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,61.518999973518255,M,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,9.252569296401429,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,14.826056542189043,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,0.6440429840525573,L,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,40.419816516297395,M,28.093854615350203,LM,28.093854615350203,LM,28.093854615350203,LM,28.093854615350203,LM,28.093854615350203,LM,28.093854615350203,LM,28.093854615350203,LM,18.30575422428022,L,28.093854615350203,LM,28.093854615350203,LM,28.093854615350203,LM,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,98.13429381514237,H,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M,35.60189166424554,M
gene_757,68,0.7719005527398866,L,0.7719005527398866,L,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,24.953411867770072,LM,8.021072622074835,L,8.021072622074835,L,8.021072622074835,L,8.021072622074835,L,22.970639037499478,LM,8.021072622074835,L,8.021072622074835,L,8.021072622074835,L,8.021072622074835,L,8.021072622074835,L,8.021072622074835,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,9.707138371321975,L,14.143163182115554,L,14.143163182115554,L,14.143163182115554,L,14.143163182115554,L,14.143163182115554,L,14.143163182115554,L,97.6217347237035,H,14.143163182115554,L,14.143163182115554,L,14.143163182115554,L,14.143163182115554,L,28.6050180979209,LM,45.202727875547396,M,28.6050180979209,LM,28.6050180979209,LM,28.6050180979209,LM,28.6050180979209,LM,28.6050180979209,LM,28.6050180979209,LM,28.6050180979209,LM,28.6050180979209,LM,78.58617946733696,MH,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,11.880279253506139,L,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,34.839491658827136,M,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,24.33032351753605,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,22.16267033687638,LM,40.68655030104215,M,40.68655030104215,M,40.68655030104215,M,40.68655030104215,M,40.68655030104215,M,40.68655030104215,M,40.68655030104215,M,23.85182944641158,LM,40.68655030104215,M,40.68655030104215,M,40.68655030104215,M
